Identifier,name,iso_region,State Abbreviation,State,City,Wikipedia Description,type,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,column_13,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
KRIC,Richmond International Airport,US-VA,VA,Virginia,Richmond,,large_airport,37.505199,-77.319702,167,NA,US,,yes,KRIC,RIC,KRIC,RIC,https://flyrichmond.com/,https://en.wikipedia.org/wiki/Richmond_International_Airport,
KRIL,Garfield County Regional Airport,US-CO,CO,Colorado,Rifle,,medium_airport,39.526299,-107.726997,5548,NA,US,,no,KRIL,RIL,KRIL,RIL,http://www.rifleairport.com/,https://en.wikipedia.org/wiki/Garfield_County_Regional_Airport,Rifle Airport
KRKD,Knox County Regional Airport,US-ME,ME,Maine,Rockland,,medium_airport,44.060101,-69.099197,56,NA,US,,yes,KRKD,RKD,KRKD,RKD,,https://en.wikipedia.org/wiki/Knox_County_Regional_Airport,
KRKS,Southwest Wyoming Regional Airport,US-WY,WY,Wyoming,Rock Springs,,medium_airport,41.5942,-109.065001,6764,NA,US,,yes,KRKS,RKS,KRKS,RKS,,https://en.wikipedia.org/wiki/Rock_Springs_-_Sweetwater_County_Airport,Rock Springs Sweetwater County
KRKW,Rockwood Municipal Airport,US-TN,TN,Tennessee,Rockwood,,small_airport,35.92229843,-84.68969727,1664,NA,US,,no,KRKW,RKW,KRKW,RKW,http://www.rockwoodtn.org/airport.html,https://en.wikipedia.org/wiki/Rockwood_Municipal_Airport,
KRME,Griffiss International Airport,US-NY,NY,New York,Rome,,medium_airport,43.23379898,-75.40699768,504,NA,US,,no,KRME,RME,KRME,RME,http://www.ocgov.net/oneida/airport,https://en.wikipedia.org/wiki/Griffiss_Airfield,
KRMG,Richard B Russell Airport,US-GA,GA,Georgia,Rome,,medium_airport,34.3506012,-85.15799713,644,NA,US,,no,KRMG,RMG,KRMG,RMG,http://www.romefloyd.com/EconomicDevelopment/Airport/tabid/306/Default.aspx,https://en.wikipedia.org/wiki/Richard_B._Russell_Airport,Towers Field
KRMN,Stafford Regional Airport,US-VA,VA,Virginia,Fredericksburg,,small_airport,38.398102,-77.455498,211,NA,US,,no,KRMN,,KRMN,RMN,,https://en.wikipedia.org/wiki/Stafford_Regional_Airport,
KRNH,New Richmond Regional Airport,US-WI,WI,Wisconsin,New Richmond,,medium_airport,45.1483,-92.538101,998,NA,US,,no,KRNH,RNH,KRNH,RNH,,https://en.wikipedia.org/wiki/New_Richmond_Regional_Airport,
KRNM,Ramona Airport,US-CA,CA,California,Ramona,,small_airport,33.0392,-116.915001,1395,NA,US,,no,,,KRNM,RNM,,https://en.wikipedia.org/wiki/Ramona_Airport,L39
KRNO,Reno Tahoe International Airport,US-NV,NV,Nevada,Reno,,large_airport,39.4991,-119.767998,4415,NA,US,,yes,KRNO,RNO,KRNO,RNO,https://www.renoairport.com/,https://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,
KRNP,Owosso Community Airport,US-MI,MI,Michigan,Owosso,,small_airport,42.99300003,-84.13890076,736,NA,US,,no,,,KRNP,RNP,http://www.krnp.org/,https://en.wikipedia.org/wiki/Owosso_Community_Airport,5D3
KRNT,Renton Municipal Airport,US-WA,WA,Washington,Renton,,small_airport,47.49309921,-122.2160034,32,NA,US,,no,KRNT,RNT,KRNT,RNT,https://rentonwa.gov/living/default.aspx?id=212,https://en.wikipedia.org/wiki/Renton_Municipal_Airport,Scott Field
KROA,Roanoke–Blacksburg Regional Airport,US-VA,VA,Virginia,Roanoke,,medium_airport,37.3255,-79.975403,1175,NA,US,,yes,KROA,ROA,KROA,ROA,http://www.flyroa.com,https://en.wikipedia.org/wiki/Roanoke%E2%80%93Blacksburg_Regional_Airport,Woodrum Field
KROC,Frederick Douglass Greater Rochester International Airport,US-NY,NY,New York,Rochester,,medium_airport,43.1189,-77.672401,559,NA,US,,yes,KROC,ROC,KROC,ROC,https://rocairport.com/,https://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,
KROS,Rush City Regional Airport,US-MN,MN,Minnesota,Rush City,,small_airport,45.698002,-92.953003,926,NA,US,,no,,,KROS,ROS,,https://en.wikipedia.org/wiki/Rush_City_Regional_Airport,
KRPJ,Rochelle Municipal Airport - Koritz Field,US-IL,IL,Illinois,Rochelle,,small_airport,41.893002,-89.0783,781,NA,US,,no,,,KRPJ,RPJ,,https://en.wikipedia.org/wiki/Rochelle_Municipal_Airport,
KRSN,Ruston Regional Airport,US-LA,LA,Louisiana,Ruston,,small_airport,32.514187,-92.588517,311,NA,US,,no,KRSN,RSN,KRSN,RSN,http://www.ruston.org/departments.aspx?p_PageAlias=regional-airport,https://en.wikipedia.org/wiki/Ruston_Regional_Airport,3L5
KRST,Rochester International Airport,US-MN,MN,Minnesota,Rochester,,medium_airport,43.908298,-92.5,1317,NA,US,,yes,KRST,RST,KRST,RST,,https://en.wikipedia.org/wiki/Rochester_International_Airport,
KRUQ,Mid-Carolina Regional Airport,US-NC,NC,North Carolina,Salisbury,,small_airport,35.645901,-80.520302,772,NA,US,,no,KRUQ,SRW,KRUQ,RUQ,https://www.rowancountync.gov/GOVERNMENT/Departments/Airport.aspx,https://en.wikipedia.org/wiki/Rowan_County_Airport,Rowan County Airport
KRUT,Rutland - Southern Vermont Regional Airport,US-VT,VT,Vermont,Rutland,,medium_airport,43.5294,-72.9496,787,NA,US,,yes,KRUT,RUT,KRUT,RUT,,https://en.wikipedia.org/wiki/Rutland_State_Airport,
KRVJ,Swinton Smith Field at Reidsville Municipal Airport,US-GA,GA,Georgia,Reidsville,,small_airport,32.0595,-82.153777,195,NA,US,,no,,,KRVJ,RVJ,,,
KRVS,Tulsa Riverside Airport,US-OK,OK,Oklahoma,Tulsa,,medium_airport,36.0396,-95.984596,638,NA,US,,no,KRVS,RVS,KRVS,RVS,http://www.tulsaairports.com/general-aviation/r-l-jones/,https://en.wikipedia.org/wiki/Richard_Lloyd_Jones_Jr._Airport,"Riverside Airport, Tulsa"
KRXE,Rexburg Madison County Airport,US-ID,ID,Idaho,Rexburg,,small_airport,43.8339,-111.805002,4858,NA,US,,no,KRXE,RXE,KRXE,RXE,,https://en.wikipedia.org/wiki/Rexburg%E2%80%93Madison_County_Airport,U11
KRYV,Watertown Municipal Airport,US-WI,WI,Wisconsin,Watertown,,small_airport,43.169601,-88.723198,833,NA,US,,no,,,KRYV,RYV,,https://en.wikipedia.org/wiki/Watertown_Municipal_Airport_(Wisconsin),
KRYW,Lago Vista Texas Rusty Allen Airport,US-TX,TX,Texas,Lago Vista,,small_airport,30.4986,-97.969498,1231,NA,US,,no,,,KRYW,RYW,,https://en.wikipedia.org/wiki/Lago_Vista_TX_-_Rusty_Allen_Airport,Formerly 5R3
KRYY,Cobb County International Airport-McCollum Field,US-GA,GA,Georgia,Atlanta,,medium_airport,34.01316,-84.59721,1040,NA,US,,no,,,KRYY,RYY,,https://en.wikipedia.org/wiki/Cobb_County_Airport,
KS03,Ashland Municipal Airport Sumner Parker Field,US-OR,OR,Oregon,Ashland,,small_airport,42.190265,-122.660648,1885,NA,US,,no,,AHM,,S03,,https://en.wikipedia.org/wiki/Ashland_Municipal_Airport,
KS25,Watford City Municipal Airport,US-ND,ND,North Dakota,Watford City,,small_airport,47.79570007,-103.2539978,2111,NA,US,,no,,,KS25,S25,,,
KS27,Kalispell City Airport,US-MT,MT,Montana,Kalispell,,small_airport,48.1786,-114.304001,2932,NA,US,,no,,,KS27,S27,,https://en.wikipedia.org/wiki/Kalispell_City_Airport,
KS33,Madras Municipal Airport,US-OR,OR,Oregon,Madras,,small_airport,44.67020035,-121.1549988,2437,NA,US,,no,,MDJ,KS33,S33,,https://en.wikipedia.org/wiki/Madras_Municipal_Airport,City-County Airport
KS36,Norman Grier Field,US-WA,WA,Washington,Kent,,small_airport,47.337102,-122.103996,472,NA,US,,no,,,,S36,https://crestairpark.com/,https://en.wikipedia.org/wiki/Norm_Grier_Field,"Norman Grier Field, Crest Airpark"
KS39,Prineville Airport,US-OR,OR,Oregon,Prineville,,small_airport,44.28699875,-120.9039993,3250,NA,US,,no,,PRZ,S39,S39,http://www.prinevilleairport.com/,https://en.wikipedia.org/wiki/Prineville_Airport,
KS40,Prosser Airport,US-WA,WA,Washington,Prosser,,small_airport,46.21340179,-119.7910004,697,NA,US,,no,,,KS40,S40,,,
KS67,Nampa Municipal Airport,US-ID,ID,Idaho,Nampa,,small_airport,43.581299,-116.523003,2537,NA,US,,no,,,KMAN,MAN,http://nampaairport.org/,https://en.wikipedia.org/wiki/Nampa_Municipal_Airport,S67
KS78,Emmett Municipal Airport,US-ID,ID,Idaho,Emmett,,small_airport,43.84989929,-116.5429993,2350,NA,US,,no,,,KS78,S78,,,
KSAC,Sacramento Executive Airport,US-CA,CA,California,Sacramento,,medium_airport,38.51250076,-121.4929962,24,NA,US,,no,KSAC,SAC,KSAC,SAC,http://www.sacramento.aero/sac/,https://en.wikipedia.org/wiki/Sacramento_Executive_Airport,"Sutterville Aerodrome, Sacramento Municipal"
KSAF,Santa Fe Municipal Airport,US-NM,NM,New Mexico,Santa Fe,,medium_airport,35.6171,-106.088997,6348,NA,US,,yes,KSAF,SAF,KSAF,SAF,https://flysantafe.com/flights/airlines/,https://en.wikipedia.org/wiki/Santa_Fe_Regional_Airport,
KSAR,Sparta Community Airport - Hunter Field,US-IL,IL,Illinois,Sparta,,small_airport,38.148899,-89.6987,538,NA,US,,no,KSAR,SAR,KSAR,SAR,http://www.ksarairport.com/,https://en.wikipedia.org/wiki/Sparta_Community_Airport,
KSAT,San Antonio International Airport,US-TX,TX,Texas,San Antonio,,large_airport,29.533701,-98.469803,809,NA,US,,yes,KSAT,SAT,KSAT,SAT,https://www.sanantonio.gov/aviation,https://en.wikipedia.org/wiki/San_Antonio_International_Airport,
KSAV,Savannah Hilton Head International Airport,US-GA,GA,Georgia,Savannah,,large_airport,32.127602,-81.202103,50,NA,US,,yes,KSAV,SAV,KSAV,SAV,https://savannahairport.com/,https://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport,
KSBA,Santa Barbara Municipal Airport,US-CA,CA,California,Santa Barbara,,medium_airport,34.426201,-119.839996,13,NA,US,,yes,KSBA,SBA,KSBA,SBA,,https://en.wikipedia.org/wiki/Santa_Barbara_Airport,
KSBD,San Bernardino International Airport,US-CA,CA,California,San Bernardino,,medium_airport,34.095402,-117.235001,1159,NA,US,,yes,KSBD,SBD,KSBD,SBD,http://sbdairport.com/,https://en.wikipedia.org/wiki/San_Bernardino_International_Airport,"Norton AFB, San Bernardino Air Depot"
KSBM,Sheboygan County Memorial Airport,US-WI,WI,Wisconsin,Sheboygan,,small_airport,43.76959991,-87.85140228,755,NA,US,,no,KSBM,SBM,KSBM,SBM,,https://en.wikipedia.org/wiki/Sheboygan_County_Memorial_Airport,
KSBN,South Bend Regional Airport,US-IN,IN,Indiana,South Bend,,medium_airport,41.708698,-86.317299,799,NA,US,,yes,KSBN,SBN,KSBN,SBN,,https://en.wikipedia.org/wiki/South_Bend_Regional_Airport,
KSBP,San Luis County Regional Airport,US-CA,CA,California,San Luis Obispo,,medium_airport,35.23680115,-120.6419983,212,NA,US,,yes,KSBP,SBP,KSBP,SBP,http://www.sloairport.com/,https://en.wikipedia.org/wiki/San_Luis_Obispo_County_Regional_Airport,SLO Airport
KSBS,Steamboat Springs Bob Adams Field,US-CO,CO,Colorado,Steamboat Springs,,small_airport,40.5163002,-106.8659973,6882,NA,US,,no,KSBS,SBS,KSBS,SBS,,https://en.wikipedia.org/wiki/Steamboat_Springs_Airport,
KSBY,Salisbury Ocean City Wicomico Regional Airport,US-MD,MD,Maryland,Salisbury,,medium_airport,38.34049988,-75.51029968,52,NA,US,,yes,KSBY,SBY,KSBY,SBY,,https://en.wikipedia.org/wiki/Wicomico_Regional_Airport,
KSCH,Schenectady County Airport,US-NY,NY,New York,Schenectady,,medium_airport,42.85250092,-73.92890167,378,NA,US,,no,KSCH,SCH,KSCH,SCH,http://www.schenectadycounty.com/FullStory.aspx?m=100&amid=432,https://en.wikipedia.org/wiki/Schenectady_County_Airport,
KSCK,Stockton Metropolitan Airport,US-CA,CA,California,Stockton,,medium_airport,37.893279,-121.238079,33,NA,US,,yes,KSCK,SCK,KSCK,SCK,http://www.sjgov.org/airport/,https://en.wikipedia.org/wiki/Stockton_Metropolitan_Airport,
KSDM,Brown Field Municipal Airport,US-CA,CA,California,San Diego,,medium_airport,32.572639,-116.980019,526,NA,US,,no,KSDM,SDM,KSDM,SDM,http://www.sandiego.gov/airports/brown/,https://en.wikipedia.org/wiki/Brown_Field_Municipal_Airport,
KSEA,Seattle–Tacoma International Airport,US-WA,WA,Washington,Seattle,,large_airport,47.447943,-122.310276,433,NA,US,,yes,KSEA,SEA,KSEA,SEA,https://www.portseattle.org/sea-tac,https://en.wikipedia.org/wiki/Seattle%E2%80%93Tacoma_International_Airport,
KSEE,Gillespie Field,US-CA,CA,California,San Diego/El Cajon,,small_airport,32.82619858,-116.9720001,388,NA,US,,no,KSEE,SEE,KSEE,SEE,http://GillespieField.com/,https://en.wikipedia.org/wiki/Gillespie_Field,
KSEF,Sebring Regional Airport,US-FL,FL,Florida,Sebring,,small_airport,27.45639992,-81.3423996,62,NA,US,,no,KSEF,SEF,KSEF,SEF,http://www.sebring-airport.com/,https://en.wikipedia.org/wiki/Sebring_Regional_Airport,
KSER,Freeman Municipal Airport,US-IN,IN,Indiana,Seymour,,small_airport,38.92359924,-85.90740204,583,NA,US,,no,KSER,SER,KSER,SER,http://seymourcity.com/departments/aviation/,https://en.wikipedia.org/wiki/Freeman_Municipal_Airport,
KSET,St Charles County Regional Airport/Smartt Field,US-MO,MO,Missouri,St Charles,,small_airport,38.929699,-90.43,437,NA,US,,no,,,KSET,SET,https://www.sccmo.org/237/Regional-Airport---Smartt-Field,https://en.wikipedia.org/wiki/St._Charles_County_Smartt_Airport,
KSFB,Orlando Sanford International Airport,US-FL,FL,Florida,Orlando,,large_airport,28.77759933,-81.23750305,55,NA,US,,yes,KSFB,SFB,KSFB,SFB,,https://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport,
KSFF,Felts Field,US-WA,WA,Washington,Spokane,,medium_airport,47.682899,-117.321925,1953,NA,US,,no,KSFF,SFF,KSFF,SFF,http://feltsfield.spokaneairports.net/,https://en.wikipedia.org/wiki/Felts_Field_Airport,Parkwater Airstrip
KSFM,Sanford Seacoast Regional Airport,US-ME,ME,Maine,Sanford,,small_airport,43.39390182,-70.70800018,244,NA,US,,no,KSFM,SFM,KSFM,SFM,http://www.sanfordmaine.org/index.asp?Type=B_BASIC&SEC={DEE316C2-D149-450A-922E-9B2B686815B4},https://en.wikipedia.org/wiki/Sanford_Regional_Airport,Sanford NAAF
KSFQ,Suffolk Executive Airport,US-VA,VA,Virginia,Suffolk,,small_airport,36.6824,-76.601898,72,NA,US,,no,,,KSFQ,SFQ,,https://en.wikipedia.org/wiki/Suffolk_Executive_Airport,
KSFZ,North Central State Airport,US-RI,RI,Rhode Island,Pawtucket,,small_airport,41.92079926,-71.49140167,441,NA,US,,no,KSFZ,SFZ,KSFZ,SFZ,,https://en.wikipedia.org/wiki/North_Central_State_Airport,
KSGF,Springfield Branson National Airport,US-MO,MO,Missouri,Springfield,,medium_airport,37.245701,-93.388603,1268,NA,US,,yes,KSGF,SGF,KSGF,SGF,,https://en.wikipedia.org/wiki/Springfield/Branson_National_Airport,
KSGJ,Northeast Florida Regional Airport,US-FL,FL,Florida,St Augustine,,medium_airport,29.9592,-81.339798,10,NA,US,,yes,KSGJ,UST,KSGJ,SGJ,http://www.flynf.com/,https://en.wikipedia.org/wiki/St._Augustine_Airport,"St Augustine Airport, NAAS St. Augustine"
KSGR,Sugar Land Regional Airport,US-TX,TX,Texas,Houston,,medium_airport,29.62229919,-95.65650177,82,NA,US,,no,KSGR,SGR,KSGR,SGR,http://www.sugarlandtx.gov/index.aspx?nid=1073,https://en.wikipedia.org/wiki/Sugar_Land_Regional_Airport,Hull Field
KSGS,South St Paul Municipal Airport/Richard E Fleming Field,US-MN,MN,Minnesota,South St Paul,,small_airport,44.857101,-93.032898,821,NA,US,,no,,,KSGS,SGS,,https://en.wikipedia.org/wiki/South_St._Paul_Municipal_Airport,
KSGU,St George Regional Airport,US-UT,UT,Utah,St George,,medium_airport,37.036389,-113.510306,2941,NA,US,,yes,KSGU,SGU,KSGU,SGU,https://www.flysgu.org,https://en.wikipedia.org/wiki/St._George_Regional_Airport,DXZ
KSHD,Shenandoah Valley Regional Airport,US-VA,VA,Virginia,Weyers Cave,,medium_airport,38.263802,-78.8964,1201,NA,US,,yes,KSHD,SHD,KSHD,SHD,,https://en.wikipedia.org/wiki/Shenandoah_Valley_Regional_Airport,"Harrisonburg, Staunton, Waynesboro"
KSHL,Sheldon Regional Airport,US-IA,IA,Iowa,Sheldon,,small_airport,43.208401,-95.833396,1419,NA,US,,no,,,KSHL,SHL,,,Sheldon Municipal
KSHR,Sheridan County Airport,US-WY,WY,Wyoming,Sheridan,,medium_airport,44.76919937,-106.9800034,4021,NA,US,,yes,KSHR,SHR,KSHR,SHR,,https://en.wikipedia.org/wiki/Sheridan_County_Airport,
KSJT,San Angelo Regional Mathis Field,US-TX,TX,Texas,San Angelo,,medium_airport,31.35770035,-100.4960022,1919,NA,US,,yes,KSJT,SJT,KSJT,SJT,,https://en.wikipedia.org/wiki/San_Angelo_Regional_Airport,
KSKF,Kelly Field,US-TX,TX,Texas,San Antonio,,medium_airport,29.38419914,-98.58110046,691,NA,US,,no,KSKF,SKF,KSKF,SKF,,https://en.wikipedia.org/wiki/Lackland_Air_Force_Base,"Kelly Field Annex, Lackland AFB"
KSKX,Taos Regional Airport,US-NM,NM,New Mexico,Taos,,medium_airport,36.452494,-105.67749,7095,NA,US,,yes,KSKX,TSM,KSKX,SKX,http://www.taosairport.org/,https://en.wikipedia.org/wiki/Taos_Regional_Airport,
KSLB,Storm Lake Municipal Airport,US-IA,IA,Iowa,Storm Lake,,small_airport,42.59730148,-95.24069977,1488,NA,US,,no,KSLB,SLB,KSLB,SLB,http://www.stormlake.org/index.aspx?NID=16,https://en.wikipedia.org/wiki/Storm_Lake_Municipal_Airport,
KSLC,Salt Lake City International Airport,US-UT,UT,Utah,Salt Lake City,,large_airport,40.78886,-111.979866,4227,NA,US,,yes,KSLC,SLC,KSLC,SLC,https://slcairport.com/,https://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,
KSLN,Salina Municipal Airport,US-KS,KS,Kansas,Salina,,medium_airport,38.79100037,-97.65219879,1288,NA,US,,yes,KSLN,SLN,KSLN,SLN,,https://en.wikipedia.org/wiki/Salina_Municipal_Airport,
KSMO,Santa Monica Municipal Airport,US-CA,CA,California,Santa Monica,,medium_airport,34.0158,-118.450996,170,NA,US,,no,KSMO,SMO,KSMO,SMO,http://www.smgov.net/departments/airport/,https://en.wikipedia.org/wiki/Santa_Monica_Airport,Clover Field
KSMQ,Somerset Airport,US-NJ,NJ,New Jersey,Somerville,,small_airport,40.62599945,-74.67019653,105,NA,US,,no,,,KSMQ,SMQ,,https://en.wikipedia.org/wiki/Somerset_Airport_(New_Jersey),
KSMS,Sumter Airport,US-SC,SC,South Carolina,Sumter,,small_airport,33.99499893,-80.36129761,182,NA,US,,no,KSMS,SUM,KSMS,SMS,http://www.sumtersc.gov/airport.aspx,https://en.wikipedia.org/wiki/Sumter_Airport,
KSNA,John Wayne Orange County International Airport,US-CA,CA,California,Santa Ana,,large_airport,33.675701,-117.867996,56,NA,US,,yes,KSNA,SNA,KSNA,SNA,http://www.ocair.com/,https://en.wikipedia.org/wiki/John_Wayne_Airport,"Disney, Disneyland, Orange County"
KSNC,Chester Airport,US-CT,CT,Connecticut,Chester,,small_airport,41.384177,-72.506011,416,NA,US,,no,,,KSNC,SNC,,https://en.wikipedia.org/wiki/Chester_Airport,3B9
KSNL,Shawnee Regional Airport,US-OK,OK,Oklahoma,Shawnee,,small_airport,35.35789871,-96.94280243,1073,NA,US,,no,KSNL,SNL,KSNL,SNL,http://www.shawneeairport.com/,https://en.wikipedia.org/wiki/Shawnee_Regional_Airport,
KSNS,Salinas Municipal Airport,US-CA,CA,California,Salinas,,medium_airport,36.66279984,-121.6060028,85,NA,US,,no,KSNS,SNS,KSNS,SNS,http://www.ci.salinas.ca.us/services/airport/airport.cfm,https://en.wikipedia.org/wiki/Salinas_Municipal_Airport,
KSPA,Spartanburg Downtown Memorial Airport,US-SC,SC,South Carolina,Spartanburg,,small_airport,34.91569901,-81.95649719,801,NA,US,,no,KSPA,SPA,KSPA,SPA,http://www.cityofspartanburg.org/airport,https://en.wikipedia.org/wiki/Spartanburg_Downtown_Memorial_Airport,
KSPB,Scappoose Industrial Airpark,US-OR,OR,Oregon,Scappoose,,small_airport,45.771,-122.862,58,NA,US,,no,,,KSPB,SPB,,https://en.wikipedia.org/wiki/Scappoose_Industrial_Airpark,
KSPF,Black Hills Airport-Clyde Ice Field,US-SD,SD,South Dakota,Spearfish,,small_airport,44.4803009,-103.7829971,3931,NA,US,,no,KSPF,SPF,KSPF,SPF,http://www.lawrence.sd.us/airport.htm,https://en.wikipedia.org/wiki/Black_Hills_Airport,
KSPG,Albert Whitted Airport,US-FL,FL,Florida,St Petersburg,,small_airport,27.7651,-82.626999,7,NA,US,,no,KSPG,SPG,KSPG,SPG,,https://en.wikipedia.org/wiki/Albert_Whitted_Airport,
KSPI,Abraham Lincoln Capital Airport,US-IL,IL,Illinois,Springfield,,medium_airport,39.844101,-89.677902,598,NA,US,,yes,KSPI,SPI,KSPI,SPI,,https://en.wikipedia.org/wiki/Abraham_Lincoln_Capital_Airport,
KSPK,Spanish Fork Municipal Airport/Woodhouse Field,US-UT,UT,Utah,Spanish Fork,,small_airport,40.145027,-111.667694,4529,NA,US,,no,,,KSPK,SPK,http://u77airport.com/,https://en.wikipedia.org/wiki/Spanish_Fork-Springville_Airport,"U77, Springville Airport"
KSPW,Spencer Municipal Airport,US-IA,IA,Iowa,Spencer,,small_airport,43.16550064,-95.20279694,1339,NA,US,,no,KSPW,SPW,KSPW,SPW,http://spenceriowacity.com/airport.php,https://en.wikipedia.org/wiki/Spencer_Municipal_Airport,
KSQI,Whiteside County Airport - Joseph H Bittorf Field,US-IL,IL,Illinois,Rock Falls,,small_airport,41.742175,-89.673629,648,NA,US,,no,KSQI,SQI,KSQI,SQI,https://www.whitesidecountyairport.org/,https://en.wikipedia.org/wiki/Whiteside_County_Airport,Sauk Valley Aviation
KSQL,San Carlos Airport,US-CA,CA,California,San Carlos,,medium_airport,37.51313,-122.250838,5,NA,US,,yes,KSQL,SQL,KSQL,SQL,http://publicworks.smcgov.org/san-carlos-airport,https://en.wikipedia.org/wiki/San_Carlos_Airport_(California),"San Carlos-Belmont Airport, San Mateo Country Airport"
KSRC,Searcy Municipal Airport,US-AR,AR,Arkansas,Searcy,,small_airport,35.210602,-91.737503,265,NA,US,,no,KSRC,SRC,KSRC,SRC,,https://en.wikipedia.org/wiki/Searcy_Municipal_Airport,
KSRQ,Sarasota Bradenton International Airport,US-FL,FL,Florida,Sarasota/Bradenton,,large_airport,27.394631,-82.554359,30,NA,US,,yes,KSRQ,SRQ,KSRQ,SRQ,,https://en.wikipedia.org/wiki/Sarasota-Bradenton_International_Airport,
KSSF,Stinson Municipal Airport,US-TX,TX,Texas,San Antonio,,medium_airport,29.33699989,-98.47109985,577,NA,US,,no,KSSF,SSF,KSSF,SSF,http://www.sanantonio.gov/SSF.aspx,https://en.wikipedia.org/wiki/Stinson_Municipal_Airport,
KSTC,Saint Cloud Regional Airport,US-MN,MN,Minnesota,Saint Cloud,,medium_airport,45.5466,-94.059898,1031,NA,US,,yes,KSTC,STC,KSTC,STC,,https://en.wikipedia.org/wiki/St._Cloud_Regional_Airport,
KSTF,George M Bryan Airport,US-MS,MS,Mississippi,Starkville,,small_airport,33.43310165,-88.84860229,333,NA,US,,no,,,KSTF,STF,http://www.oktibbehacountyms.org/?q=node/163,https://en.wikipedia.org/wiki/George_M._Bryan_Airport,
KSTL,St. Louis Lambert International Airport,US-MO,MO,Missouri,St Louis,,large_airport,38.748697,-90.370003,618,NA,US,,yes,KSTL,STL,KSTL,STL,https://www.flystl.com/,https://en.wikipedia.org/wiki/St._Louis_Lambert_International_Airport,Lambert St Louis
KSTS,Charles M. Schulz Sonoma County Airport,US-CA,CA,California,Santa Rosa,,medium_airport,38.50899887,-122.8130035,128,NA,US,,yes,KSTS,STS,KSTS,STS,http://www.sonomacountyairport.org/,https://en.wikipedia.org/wiki/Charles_M._Schulz_-_Sonoma_County_Airport,
KSUA,Witham Field,US-FL,FL,Florida,Stuart,,small_airport,27.18169975,-80.22109985,16,NA,US,,no,KSUA,SUA,KSUA,SUA,"http://ap3server.martin.fl.us/portal/page?_pageid=413,234422&_dad=portal&_schema=PORTAL",https://en.wikipedia.org/wiki/Witham_Field,NAAS Witham Field
KSUS,Spirit of St Louis Airport,US-MO,MO,Missouri,St Louis,,medium_airport,38.662102,-90.652,463,NA,US,,no,KSUS,SUS,KSUS,SUS,http://spiritairport.com/spiritairport/index.jsp,https://en.wikipedia.org/wiki/Spirit_of_St._Louis_Airport,
KSUT,Cape Fear Regional Jetport / Howie Franklin Field Airport,US-NC,NC,North Carolina,Southport,,small_airport,33.929298,-78.074997,24,NA,US,,no,,,KSUT,SUT,,https://en.wikipedia.org/wiki/Cape_Fear_Regional_Jetport,Brunswick County
KSUW,Richard I Bong Memorial Airport,US-WI,WI,Wisconsin,Superior,,small_airport,46.688612,-92.095041,674,NA,US,,no,KSUW,SUW,KSUW,SUW,http://www.ci.superior.wi.us/index.aspx?NID=231,https://en.wikipedia.org/wiki/Richard_I._Bong_Airport,
KSUX,Sioux Gateway Airport / Brigadier General Bud Day Field,US-IA,IA,Iowa,Sioux City,,medium_airport,42.397605,-96.382237,1098,NA,US,,yes,KSUX,SUX,KSUX,SUX,https://www.sioux-city.org/government/departments-a-f/airport,https://en.wikipedia.org/wiki/Sioux_Gateway_Airport,"Col. Bud Day, Sioux City AB, Sioux City AAB"
KSUZ,Saline County Regional Airport,US-AR,AR,Arkansas,Bryant,,medium_airport,34.590599,-92.479401,390,NA,US,,no,,,KSUZ,SUZ,http://www.salinecounty.org/airport_new_site.htm,https://en.wikipedia.org/wiki/Saline_County_Regional_Airport,"M99, Watts Field"
KSVE,Susanville Municipal Airport,US-CA,CA,California,Susanville,,small_airport,40.375702,-120.572998,4149,NA,US,,no,KSVE,SVE,KSVE,SVE,,https://en.wikipedia.org/wiki/Susanville_Municipal_Airport,
KSWF,New York Stewart International Airport,US-NY,NY,New York,Newburgh,,medium_airport,41.504101,-74.104797,491,NA,US,,yes,KSWF,SWF,KSWF,SWF,https://www.swfny.com/,https://en.wikipedia.org/wiki/Stewart_International_Airport,
KSWO,Stillwater Regional Airport,US-OK,OK,Oklahoma,Stillwater,,medium_airport,36.162132,-97.085581,1000,NA,US,,yes,KSWO,SWO,KSWO,SWO,http://stillwater.org/government/city_facilities/stillwater_regional_airport/,https://en.wikipedia.org/wiki/Stillwater_Regional_Airport,
KSXK,Sioux County Regional Airport,US-IA,IA,Iowa,Maurice,,small_airport,42.9858275,-96.1614,1409,NA,US,,no,,,KSXK,SXK,https://www.siouxcenter.org/15/Airport,,
KSYI,Bomar Field / Shelbyville Municipal Airport,US-TN,TN,Tennessee,Shelbyville,,small_airport,35.560101,-86.442497,801,NA,US,,no,KSYI,SYI,KSYI,SYI,http://www.shelbyvilletnairport.org/,https://en.wikipedia.org/wiki/Shelbyville_Municipal_Airport_(Tennessee),
